model,env,operator,measure,mean,ci_lo,ci_hi,n,n_clusters,dz,p,family,label,params_b,log_params
smollm2-135m,toolshed,hallucinated_entity,G,-27.199440364654247,-30.472069216519593,-23.8548971753854,13,13,-4.1805353970248715,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,hallucinated_entity,copy,26.144116699695587,22.741540445616614,29.467340574929345,13,13,3.917647741553649,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,hallucinated_entity,sem,1.0553236649586604,0.7556493398088675,1.3703080307405728,13,13,1.839868910244852,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,name_for_email,G,-22.329234295421177,-23.956790147887336,-20.779321176144812,9,9,-8.478259902554056,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,name_for_email,copy,18.54585427708096,17.239530599117277,19.96713216834598,9,9,8.033856455821185,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,name_for_email,sem,3.7833800183402166,2.265153726273113,5.205054367582001,9,9,1.5674559620302742,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,readonly_target,G,-44.37745404701967,-46.97738073708919,-42.17353569383805,13,13,-9.65609548231988,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,readonly_target,copy,43.8731555388524,40.94233399675443,47.11558570953516,13,13,7.5195670702094874,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,readonly_target,sem,0.5042985081672668,-0.3078653619839595,1.2612149561826982,13,13,0.33925557813149393,0.199,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,tool_typo,G,-18.59189145381634,-22.436738656427373,-15.449717763066293,13,10,-2.9900002462660447,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,tool_typo,copy,16.623983355668877,13.931248137752215,20.054200732166112,13,10,2.782552314241291,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,tool_typo,sem,1.9679080981474657,-0.011497695222496966,3.834360724581137,13,10,0.5457771444444537,0.043,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,type_swap,G,-18.927656678053047,-19.61902658847662,-18.23424800450985,13,13,-14.160829706225059,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,type_swap,copy,17.237992772689232,15.50819926210321,18.906014355845173,13,13,5.2933042524018745,0.0005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-135m,toolshed,type_swap,sem,1.6896639053638165,0.48179748001006933,2.9205834214503925,13,13,0.675257652209921,0.009,SmolLM2,SmolLM2-135M,0.135,8.130333768495007
smollm2-360m,coderepair,drop_negation,G,-68.40808022873742,-100.23968419006893,-38.33405197667225,7,7,-1.5115940216268189,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,drop_negation,copy,68.71754000868115,38.79506980819362,100.80085465737751,7,7,1.5103630124412104,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,drop_negation,sem,-0.3094597799437387,-1.0529127376420158,0.4238424812044416,7,7,-0.2815908615651593,0.428,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,drop_return,G,-61.56044296707426,-95.86063586622475,-34.10437504947186,7,7,-1.3159783041533029,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,drop_return,copy,61.44134827171053,32.45773000099829,97.8524152125631,7,7,1.2433010787541618,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,drop_return,sem,0.11909469536372594,-1.9330654263496398,2.2816562763282198,7,7,0.0388144754223518,0.877,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_arith,G,-57.98919620258467,-74.12977287599018,-43.30827997837748,7,7,-2.5749706209659484,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_arith,copy,58.30652579665184,43.472815063489335,74.00097335087398,7,7,2.5755086117614896,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_arith,sem,-0.3173295940671648,-1.2506520450115204,0.715467312506267,7,7,-0.2127372291889768,0.562,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_bool,G,-58.59619344983782,-83.57412387643542,-40.3034365092005,7,7,-1.7870364481510703,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_bool,copy,59.493347108364105,40.435309468422616,85.57393439284392,7,7,1.7372815617373767,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_bool,sem,-0.8971536585262844,-2.051521360874176,-0.02545105155025297,7,7,-0.5755462837874111,0.045,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_comparison,G,-72.56134088976043,-93.97575067856481,-47.31912028917245,7,7,-2.098667625465647,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_comparison,copy,73.02068353125027,47.707229086011644,94.85230198928286,7,7,2.108704865956585,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_comparison,sem,-0.4593426414898464,-1.1999928908688682,0.3200882607272688,7,7,-0.3971666295218829,0.276,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_comparison2,G,-94.04435467223327,-129.86869726578394,-58.143058309952416,6,6,-1.9667374921927974,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_comparison2,copy,95.14527370035648,58.69617526729902,131.43284914890924,6,6,1.9660974229883157,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,flip_comparison2,sem,-1.1009190281232197,-1.584331860144933,-0.6175061961015066,6,6,-1.6282811717531738,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,index_shift,G,-72.73180486261845,-98.8586710691452,-50.66831990790864,6,6,-2.1688812760737455,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,index_shift,copy,74.45480726659298,50.537599991882836,103.49841202795506,6,6,2.0421412758303785,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,index_shift,sem,-1.723002403974533,-4.434628248214722,0.3947141071160634,6,6,-0.5193614744743398,0.118,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,off_by_one,G,-77.24979797502358,-100.95225377877553,-55.945985745266114,6,6,-2.50131167512238,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,off_by_one,copy,77.06197461485863,56.064975416411954,101.26155236363411,6,6,2.468977915089264,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,off_by_one,sem,0.18782336016496023,-0.7756512177487215,1.1363348985711716,6,6,0.14589825297008166,0.663,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,undefined_name,G,-76.74122885862987,-92.40299989456932,-63.0711307177941,6,6,-3.7734572552154404,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,undefined_name,copy,78.3497029542923,63.830232049028076,94.62806100646655,6,6,3.6517212054529677,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,coderepair,undefined_name,sem,-1.6084740956624348,-3.5606662929058075,0.17181776960690817,6,6,-0.6321986384013522,0.084,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,arg_typo,G,-12.27361099078105,-16.370322677951595,-8.849924078239848,13,13,-1.753795816755706,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,arg_typo,copy,10.000294978802021,6.204257310353793,13.916823358719162,13,13,1.3701810073486476,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,arg_typo,sem,2.2733160119790297,0.9332940540061547,3.5675441503524774,13,13,0.9056782041217892,0.001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,date_format,G,-17.28547903436881,-19.211849379940674,-15.57099303035782,13,13,-4.779814732789396,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,date_format,copy,14.929859491494986,13.47929127663374,16.704193554474752,13,13,4.763970689775511,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,date_format,sem,2.3556195428738227,1.4827663784989944,3.2709142714738824,13,13,1.333756011598519,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,drop_arg,G,-15.396037844511179,-18.580640495138674,-11.508535829310619,13,12,-2.35292676232264,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,drop_arg,copy,14.072376457544474,9.978705347453554,17.43841667384482,13,12,2.002215586679098,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,drop_arg,sem,1.3236613869667053,0.7858888292312622,2.0206257246434687,13,12,1.143803570637236,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,hallucinated_entity,G,-16.685395797857872,-19.100923258753923,-14.077315772324802,13,13,-3.493202185131007,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,hallucinated_entity,copy,17.05762474811994,14.283542748941825,19.756164503670654,13,13,3.218845883532325,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,hallucinated_entity,sem,-0.3722289502620697,-1.19869786718717,0.43067941614068445,13,13,-0.2420586548473451,0.362,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,name_for_email,G,-19.996197991900974,-22.71974007288615,-17.665495379103554,9,9,-4.736352454699028,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,name_for_email,copy,12.216714647081163,8.181786980893877,15.811893210146161,9,9,1.9341392180024228,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,name_for_email,sem,7.779483344819811,5.917508484919866,9.794032254483962,9,9,2.397687076798791,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,readonly_target,G,-43.04043823939104,-44.87247366985449,-41.257817509655766,13,13,-12.527451874355322,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,readonly_target,copy,39.72494424306429,37.57849906132772,41.98674534238302,13,13,9.524346164095933,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,readonly_target,sem,3.31549399632674,2.6500928547519904,3.963745547143312,13,13,2.8260191881011747,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,tool_typo,G,-13.468582719564438,-18.87688656635582,-9.040395670455126,13,10,-1.5940024116639353,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,tool_typo,copy,10.265338333753439,6.883561266227984,14.346331223845482,13,10,1.5881761528384892,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,tool_typo,sem,3.203244385810999,1.6739767913389336,4.923011455627588,13,10,1.1807876348779083,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,type_swap,G,-11.241194686064354,-12.587671610884941,-9.847368656500027,13,13,-4.181149220041401,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,type_swap,copy,9.21010432105798,8.069378821781049,10.417076256183478,13,13,3.9928310814256136,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
smollm2-360m,toolshed,type_swap,sem,2.0310903650063734,1.7274070386703197,2.325038317590952,13,13,3.49895712802068,0.0005,SmolLM2,SmolLM2-360M,0.362,8.558708570533165
