model,env,measure,mean,ci_lo,ci_hi,n,n_clusters,dz,p,family,label,params_b,log_params,p_holm,published
smollm2-135m,toolshed,G_fail_early,-23.30131539581595,-25.682252771312772,-21.04857278488505,74,39,-2.2295623988841657,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,G_fail_echo,-25.55163484469459,-27.861390779262695,-23.427552222968803,74,39,-2.4998485115341142,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,G_fail_instr,-24.70364106595516,-27.231628747978526,-22.433850666759916,60,39,-2.570686540176009,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,G_fail_k2,-27.300628935226012,-29.556793620033005,-25.23907258560334,74,39,-2.748694312545915,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,G_fail_k3,-27.528894118694087,-29.786281881524467,-25.46622716652946,74,39,-2.7659452929487536,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,G_fail_other,-8.531118846422917,-9.950439430432,-7.081256501093183,74,39,-1.4470970155814749,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,G_fail_terse,-23.917832685483468,-26.15152699310865,-21.78588379343594,74,39,-2.433356596129173,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,G_fail_verbose,-24.154071027564036,-26.47474792172957,-21.99657220409675,74,39,-2.442105837626887,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,G_negative,1.0,1.0,1.0,100,48,,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,G_per_token,-1.20963831616446,-1.3648535925732614,-1.0574923871129918,100,48,-1.7002109486500117,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,copy,21.69141822129488,19.543284945405798,23.939869966554234,100,48,1.9906868134641866,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,copy_pad,23.499713561623484,21.271353164419835,25.867793606563804,74,39,2.2913360404292513,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,copy_per_token,1.1199513473932383,0.9592937174620829,1.2834167506942054,100,48,1.5380722663676525,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,copy_succ,24.459502942711115,22.56945069268737,26.50759938616808,100,48,2.3530306654157327,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,delta_abstract,-21.684318535923957,-23.196843091581087,-20.138958760618216,100,48,-2.582639967505548,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,delta_abstract_min,-24.227324769303607,-26.300568973345055,-22.321899042040524,74,39,-2.5958128924953106,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,delta_fail_early,-0.9397479605835837,-1.4524898803515132,-0.4834240631610156,74,39,-0.39030709886772386,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,delta_fail_echo,1.3105714882950525,1.1233622795190006,1.5074152372672525,74,39,1.4833159895959607,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,delta_fail_instr,0.1620909482240677,0.05832368529694007,0.26509306830681806,60,39,0.41581522063200227,0.0018,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,delta_fail_k2,3.0595655788264766,2.7808156694800283,3.359277254157507,74,39,2.5543063221001163,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,delta_fail_k3,3.287830762294549,3.012930560689628,3.589846757472964,74,39,2.7544428944492187,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,delta_fail_other,-15.70994450997662,-17.377774672818408,-14.2301320823969,74,39,-1.8885346102266276,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,delta_fail_terse,-0.3232306709160676,-0.719510049274676,0.019387468694326497,74,39,-0.19621210283726,0.0656,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,delta_fail_verbose,-0.08699232883550026,-0.31540627712494873,0.14174244473260214,74,39,-0.10161010279808665,0.4466,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,greedy_repeat_abstract,0.0,0.0,0.0,100,48,,1.0,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,greedy_repeat_fail,0.43,0.33980582524271846,0.5188679245283019,100,48,0.8642002691871589,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,greedy_repeat_pre,0.0,0.0,0.0,100,48,,1.0,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,margin_shift,-12.577420065402984,-14.336637158362489,-10.896044996034087,100,48,-1.2011992792437969,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,p_repeat_fail,0.8751875221605132,0.8395990661330093,0.9104241873440357,100,48,4.297104165954601,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,p_repeat_pre,0.1422353741051636,0.08643195011746903,0.201498307188619,100,48,0.4367650416908464,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,p_repeat_shift,0.7329521480553497,0.6769356755807836,0.7888216650115422,100,48,2.131490500848825,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,polarity,-0.5384544248878956,-0.9257367687295831,-0.1546362933507248,100,48,-0.30924230727694374,0.005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,repair,11.343628452420235,10.210669289921107,12.403085410918962,100,48,1.9388461587750199,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,sem,2.2296302965283394,1.5879106426478156,2.901592287457297,100,48,0.8435946690509525,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,sem_pad,0.741349794776053,0.37640366854526736,1.137981088829502,74,39,0.4919162988754598,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,sem_per_token,0.08968696877122165,0.06662146914882539,0.11436851983682618,100,48,0.8372334590899887,0.0001,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-135m,toolshed,sem_succ,-0.5384544248878956,-0.9257367687295831,-0.1546362933507248,100,48,-0.30924230727694374,0.005,SmolLM2,SmolLM2-135M,0.135,8.130333768495007,,True
smollm2-360m,coderepair,G,-70.34886230876049,-79.3959853522107,-61.706103448631865,60,60,-2.0053315358000603,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,0.0009000000000000001,True
smollm2-360m,coderepair,G_abstract,-0.8033532972137133,-1.233672203781704,-0.3969269195199018,60,60,-0.489150117587729,0.0002,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,G_negative,1.0,1.0,1.0,60,60,,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,G_per_token,-1.091101567119568,-1.1868203991237318,-0.9970560189147792,60,60,-2.9221500288835403,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,copy,71.0197001794974,62.07987875059247,80.27852041420837,60,60,1.968111449410803,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,copy_per_token,1.0901884427599395,0.9978854236674789,1.1831114467416235,60,60,2.9893121639704114,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,copy_succ,67.80469030539194,58.816382044938706,77.04214343299468,60,60,1.8779149463121765,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,delta_abstract,-69.54550901154677,-78.54785995744169,-60.81203203313053,60,60,-1.9806700513312316,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,greedy_repeat_abstract,0.0,0.0,0.0,60,60,,1.0,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,greedy_repeat_fail,0.1,0.03333333333333333,0.18333333333333332,60,60,0.3305438840143004,0.0052,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,greedy_repeat_pre,0.0,0.0,0.0,60,60,,1.0,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,margin_shift,-15.479903241495292,-18.140917112094662,-13.111406111543378,60,60,-1.5657410727924106,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,p_repeat_fail,0.8556606802990644,0.7954949479354984,0.9095035637438346,60,60,3.7060039557842868,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,p_repeat_pre,0.08868458837379506,0.032075423766772804,0.1562589923944958,60,60,0.3538982964816136,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,p_repeat_shift,0.7669760919252694,0.6887393607060908,0.8399566812165409,60,60,2.539893948374628,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,polarity,2.5441720033685367,2.0129766888543967,3.1231401114414137,60,60,1.1460742616722617,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,repair,54.868959067265195,46.599713594702386,63.65352824023614,60,60,1.609081489813017,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,sem,-0.6708378707369168,-1.1632077931364377,-0.19208136080453805,60,60,-0.3450066377126359,0.006,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,sem_per_token,0.0009131243596285517,-0.010284393463526626,0.01746447946622748,60,60,0.016126613603995144,0.8178,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,coderepair,sem_succ,2.5441720033685367,2.0129766888543967,3.1231401114414137,60,60,1.1460742616722617,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,G,-18.620453929901124,-21.00167144810318,-16.37948170301168,100,48,-1.6696553084530066,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,0.0009000000000000001,True
smollm2-360m,toolshed,G_abstract,-3.2270909839868547,-4.238858834828174,-2.2358040483567168,100,48,-0.657801030183777,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,G_negative,1.0,1.0,1.0,100,48,,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,G_per_token,-0.9258394151803988,-1.0626049479270405,-0.7939426761536629,100,48,-1.59026407971799,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,copy,16.083374852836133,13.894866858591506,18.43207452229415,100,48,1.4732992244388738,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,copy_per_token,0.8157041304485787,0.6787702362610637,0.9575612941012739,100,48,1.3440301304680864,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,copy_succ,17.803638952970505,15.591036041142114,20.221584707512683,100,48,1.5663383380308955,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,delta_abstract,-15.39336294591427,-17.041947239088593,-13.840557125218288,100,48,-1.9346248341293155,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,greedy_repeat_abstract,0.02,0.0,0.04950495049504951,100,48,0.1421410624438029,0.1708,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,greedy_repeat_fail,0.41,0.30610827664399093,0.5208333333333334,100,48,0.829437219863514,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,greedy_repeat_pre,0.0,0.0,0.0,100,48,,1.0,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,margin_shift,-12.229578927755355,-14.106872360057714,-10.511974523306582,100,48,-1.1682122525988905,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,p_repeat_fail,0.7531958286151895,0.6837952064109093,0.8204771117924536,100,48,2.3395484177324453,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,p_repeat_pre,0.11667933841671321,0.06741782122444383,0.16965031374735604,100,48,0.39590355371344493,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,p_repeat_shift,0.6365164901984762,0.5675188965493665,0.7077403854629202,100,48,1.7038692273516887,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,polarity,0.8168149769306183,0.2007352323979857,1.485391718487495,100,48,0.3077038755848556,0.007,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,repair,6.390875002145767,4.861256690330207,8.023934599548062,100,48,0.8905688322630125,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,sem,2.537079077064991,1.9818465096903906,3.1603991801026625,100,48,0.9246059803826108,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,sem_per_token,0.11013528473181991,0.0826890697541547,0.14060853970130727,100,48,0.8242311213760004,0.0001,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
smollm2-360m,toolshed,sem_succ,0.8168149769306183,0.2007352323979857,1.485391718487495,100,48,0.3077038755848556,0.007,SmolLM2,SmolLM2-360M,0.362,8.558708570533165,,True
